movie_id,title,cast,crew
4379,Monster-in-Law,"Jennifer Lopez, Jane Fonda, Michael Vartan, Wanda Sykes, Adam Scott",Director: Robert Luketic; Writer: Anya Kochoff
146233,Prisoners,"Hugh Jackman, Jake Gyllenhaal, Paul Dano, Maria Bello, Melissa Leo",Director: Denis Villeneuve; Writer: Aaron Guzikowski
2034,Training Day,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin",Director: Antoine Fuqua; Writer: David Ayer
926,Galaxy Quest,"Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub, Sam Rockwell","Director: Dean Parisot; Writer: David Howard, Robert Gordon"
4248,Scary Movie 2,"Anna Faris, Marlon Wayans, James DeBello, Shawn Wayans, David Cross","Director: Keenen Ivory Wayans; Writer: Marlon Wayans, Shawn Wayans"
64328,The Muppets,"Amy Adams, Jason Segel, Emily Blunt, John Krasinski, Zach Galifianakis","Director: James Bobin; Writer: Jason Segel, Nicholas Stoller"
36647,Blade,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue",Director: Stephen Norrington; Writer: David S. Goyer
7214,Coach Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Channing Tatum","Director: Thomas Carter; Writer: Mark Schwahn, John Gatins"
1537,Changing Lanes,"Ben Affleck, Samuel L. Jackson, Kim Staunton, Toni Collette, Sydney Pollack","Director: Roger Michell; Writer: Michael Tolkin, Chap Taylor"
9360,Anaconda,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Owen Wilson",Director: Luis Llosa
6282,Coyote Ugly,"Piper Perabo, Adam Garcia, John Goodman, Izabella Miko, Tyra Banks",Director: David McNally; Writer: Gina Wendkos
508,Love Actually,"Keira Knightley, Heike Makatsch, Emma Thompson, Laura Linney, Hugh Grant",Director: Richard Curtis; Writer: Richard Curtis
9487,A Bug's Life,"Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Phyllis Diller, Bonnie Hunt","Director: Andrew Stanton, John Lasseter; Writer: Andrew Stanton, Don McEnery"
768,From Hell,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson","Director: Albert Hughes, Allen Hughes; Writer: Terry Hayes, Rafael Yglesias"
2636,The Specialist,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts",Director: Luis Llosa; Writer: Alexandra Seros
10478,Tin Cup,"Kevin Costner, Don Johnson, Cheech Marin, George Perez, Rene Russo","Director: Ron Shelton; Writer: Ron Shelton, John Norville"
27983,"Yours, Mine and Ours","Lucille Ball, Henry Fonda, Van Johnson, Tom Bosley, Louise Troy",Director: Melville Shavelson
9981,Kicking & Screaming,"Will Ferrell, Robert Duvall, Kate Walsh, Musetta Vander, Josh Hutcherson","Director: Jesse Dylan; Writer: Steve Rudnick, Leo Benvenuti"
7453,The Hitchhiker's Guide to the Galaxy,"Martin Freeman, Zooey Deschanel, Sam Rockwell, Yasiin Bey, John Malkovich","Director: Garth Jennings; Writer: Douglas Adams, Karey Kirkpatrick"
15045,Fat Albert,"Kenan Thompson, Shedrack Anderson III, Jermaine Williams, Keith Robinson, Alphonso McAuley","Director: Joel Zwick; Writer: Bill Cosby, Charles Kipps"
7737,Resident Evil: Extinction,"Milla Jovovich, Oded Fehr, Ali Larter, Iain Glen, Mike Epps",Director: Russell Mulcahy; Writer: Paul W.S. Anderson
232672,Blended,"Drew Barrymore, Adam Sandler, Wendi McLendon-Covey, Bella Thorne, Terry Crews","Director: Frank Coraci; Writer: Ivan Menchell, Clare Sera"
17379,Last Holiday,"Queen Latifah, LL Cool J, Timothy Hutton, Giancarlo Esposito, Alicia Witt","Director: Wayne Wang; Writer: Jeffrey Price, Peter S. Seaman"
8987,The River Wild,"Meryl Streep, David Strathairn, Kevin Bacon, Benjamin Bratt, John C. Reilly",Director: Curtis Hanson; Writer: Denis O'Neill
11359,The Indian in the Cupboard,"Hal Scardino, Litefoot, Lindsay Crouse, Richard Jenkins, Rishi Bhat",Director: Frank Oz; Writer: Melissa Mathison
82525,Savages,"Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Benicio del Toro, Salma Hayek","Director: Oliver Stone; Writer: Oliver Stone, Shane Salerno"
9759,Cellular,"Chris Evans, Kim Basinger, Jason Statham, Jessica Biel, William H. Macy",Director: David R. Ellis; Writer: Chris Morgan
9486,Johnny English,"Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos, Ben Miller",Director: Peter Howitt
9906,The Ant Bully,"Julia Roberts, Meryl Streep, Nicolas Cage, Paul Giamatti, Bruce Campbell",Director: John A. Davis
841,Dune,"Kyle MacLachlan, Francesca Annis, Leonardo Cimino, Brad Dourif, José Ferrer",Director: David Lynch; Writer: David Lynch
4688,Across the Universe,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther","Director: Julie Taymor; Writer: Dick Clement, Ian La Frenais"
4148,Revolutionary Road,"Leonardo DiCaprio, Kate Winslet, Michael Shannon, Kathryn Hahn, David Harbour",Director: Sam Mendes; Writer: Justin Haythe
2207,16 Blocks,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern, David Zayas","Director: Richard Donner; Writer: Richard Wenk, Richard Wenk"
9381,Babylon A.D.,"Vin Diesel, Michelle Yeoh, Mélanie Thierry, Lambert Wilson, Charlotte Rampling","Director: Mathieu Kassovitz; Writer: Mathieu Kassovitz, Éric Besnard"
9625,The Glimmer Man,"Steven Seagal, Keenen Ivory Wayans, Bob Gunton, Brian Cox, Michelle Johnson",Director: John Gray; Writer: Kevin Brodbin
9304,Multiplicity,"Michael Keaton, Andie MacDowell, Harris Yulin, Eugene Levy, Zack Duhame","Director: Harold Ramis; Writer: Lowell Ganz, Babaloo Mandel"
20856,Aliens in the Attic,"Carter Jenkins, Austin Butler, Kevin Nealon, Robert Hoffman, Doris Roberts","Director: John Schultz; Writer: Mark Burton, Adam F. Goldberg"
5955,The Pledge,"Jack Nicholson, Aaron Eckhart, Helen Mirren, Robin Wright, Vanessa Redgrave","Director: Sean Penn; Writer: Jerzy Kromolowski, Mary Olson-Kromolowski"
9899,The Producers,"Matthew Broderick, Uma Thurman, Will Ferrell, Eileen Essell, Gary Beach","Director: Susan Stroman; Writer: Mel Brooks, Thomas Meehan"
9826,The Phantom,"Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones, James Remar",Director: Simon Wincer; Writer: Jeffrey Boam
21355,All the Pretty Horses,"Matt Damon, Henry Thomas, Penélope Cruz, Sam Shepard, Robert Patrick","Director: Billy Bob Thornton; Writer: Cormac McCarthy, Ted Tally"
10858,Nixon,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris, Bob Hoskins","Director: Oliver Stone; Writer: Oliver Stone, Stephen J. Rivele"
11439,The Ghost Writer,"Ewan McGregor, Pierce Brosnan, Jon Bernthal, Kim Cattrall, Tom Wilkinson","Director: Roman Polanski; Writer: Roman Polanski, Robert Harris"
9457,Deep Rising,"Treat Williams, Famke Janssen, Anthony Heald, Kevin J. O'Connor, Una Damon",Director: Stephen Sommers; Writer: Stephen Sommers
12412,Miracle at St. Anna,"Derek Luke, Michael Ealy, Laz Alonso, John Turturro, Valentina Cervi",Director: Spike Lee; Writer: James McBride
1494,Curse of the Golden Flower,"Chow Yun-fat, Gong Li, Jay Chou, Liu Ye, Qin Jun-Jie","Director: Zhang Yimou; Writer: Zhang Yimou, Chow Yun-fat"
13184,Bangkok Dangerous,"Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee, Nirattisai Kaljaruek","Director: Danny Pang, Oxide Pang Chun; Writer: Jason Richman"
2185,Big Trouble,"Tim Allen, Rene Russo, Patrick Warburton, Ben Foster, Zooey Deschanel",Director: Barry Sonnenfeld; Writer: Robert Ramsey
6639,Love in the Time of Cholera,"Javier Bardem, Unax Ugalde, Benjamin Bratt, Catalina Sandino Moreno, Héctor Elizondo",Director: Mike Newell; Writer: Ronald Harwood
38153,Shadow Conspiracy,"Charlie Sheen, Donald Sutherland, Linda Hamilton, Stephen Lang, Nicholas Turturro",Director: George P. Cosmatos; Writer: Adi Hasak
58233,Johnny English Reborn,"Rowan Atkinson, Dominic West, Gillian Anderson, Rosamund Pike, Daniel Kaluuya",Director: Oliver Parker; Writer: William Davies
116977,Foodfight!,"Charlie Sheen, Wayne Brady, Hilary Duff, Eva Longoria, Christopher Lloyd","Director: Lawrence Kasanoff; Writer: Brent V. Friedman, Rebecca Swanson"
68734,Argo,"Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman, Victor Garber",Director: Ben Affleck; Writer: Chris Terrio
5503,The Fugitive,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore, Joe Pantoliano","Director: Andrew Davis; Writer: Jeb Stuart, David Twohy"
27573,The Bounty Hunter,"Gerard Butler, Jennifer Aniston, Gio Perez, Siobhan Fallon, Joel Garland",Director: Andy Tennant; Writer: Sarah Maur Thorp
819,Sleepers,"Robert De Niro, Brad Pitt, Kevin Bacon, Jason Patric, Ron Eldard",Director: Barry Levinson; Writer: Barry Levinson
1369,Rambo: First Blood Part II,"Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff, Julia Nickson","Director: George P. Cosmatos; Writer: James Cameron, Sylvester Stallone"
9623,The Juror,"Demi Moore, Alec Baldwin, Joseph Gordon-Levitt, Anne Heche, James Gandolfini",Director: Brian Gibson; Writer: Ted Tally
10895,Pinocchio,"Mel Blanc, Don Brodie, Walter Catlett, Marion Darlington, Frankie Darro","Director: Ben Sharpsteen, Hamilton Luske"
10935,Heaven's Gate,"Kris Kristofferson, Christopher Walken, John Hurt, Isabelle Huppert, Sam Waterston",Director: Michael Cimino; Writer: Michael Cimino
834,Underworld: Evolution,"Kate Beckinsale, Scott Speedman, Tony Curran, Shane Brolly, Derek Jacobi",Director: Len Wiseman; Writer: Danny McBride
228066,Victor Frankenstein,"James McAvoy, Daniel Radcliffe, Jessica Brown Findlay, Andrew Scott, Charles Dance",Director: Paul McGuigan; Writer: Max Landis
711,Finding Forrester,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin, Busta Rhymes",Director: Gus Van Sant; Writer: Mike Rich
10468,28 Days,"Sandra Bullock, Viggo Mortensen, Dominic West, Elizabeth Perkins, Alan Tudyk",Director: Betty Thomas; Writer: Susannah Grant
10027,Unleashed,"Jet Li, Morgan Freeman, Bob Hoskins, Vincent Regan, Dylan Brown",Director: Louis Leterrier
11812,The Sweetest Thing,"Cameron Diaz, Christina Applegate, Thomas Jane, Selma Blair, Jason Bateman",Director: Roger Kumble; Writer: Nancy Pimental
37233,The Firm,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Holly Hunter, Ed Harris","Director: Sydney Pollack; Writer: Robert Towne, David Rayfiel"
37950,Charlie St. Cloud,"Zac Efron, Amanda Crew, Charlie Tahan, Augustus Prew, Donal Logue","Director: Burr Steers; Writer: Lewis Colick, Lewis Colick"
27582,The Mechanic,"Jason Statham, Ben Foster, Donald Sutherland, Mini Anden, Tony Goldwyn","Director: Simon West; Writer: Richard Wenk, Karl Gajdusek"
64688,21 Jump Street,"Channing Tatum, Jonah Hill, Brie Larson, Dave Franco, Ellie Kemper","Director: Phil Lord, Christopher Miller; Writer: Michael Bacall"
509,Notting Hill,"Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans",Director: Roger Michell; Writer: Richard Curtis
7443,Chicken Run,"Mel Gibson, Miranda Richardson, Timothy Spall, Imelda Staunton, Jane Horrocks","Director: Nick Park, Peter Lord; Writer: Karey Kirkpatrick"
5966,Along Came Polly,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing, Alec Baldwin",Director: John Hamburg; Writer: John Hamburg
11066,Boomerang,"Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Grace Jones",Director: Reginald Hudlin; Writer: Barry W. Blaustein
136795,The Heat,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Michael Rapaport, Taran Killam",Director: Paul Feig; Writer: Katie Dippold
8095,Cleopatra,"Elizabeth Taylor, Richard Burton, Rex Harrison, Roddy McDowall, Martin Landau","Director: Joseph L. Mankiewicz; Writer: Joseph L. Mankiewicz, Sidney Buchman"
87826,Here Comes the Boom,"Salma Hayek, Kevin James, Henry Winkler, Joe Rogan, Reggie Lee","Director: Frank Coraci; Writer: Kevin James, Allan Loeb"
11560,High Crimes,"Ashley Judd, Morgan Freeman, Jim Caviezel, Amanda Peet, Adam Scott",Director: Carl Franklin; Writer: Yuri Zeltser
25189,The Mirror Has Two Faces,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers",Director: Barbra Streisand; Writer: Gérard Oury
2637,The Mothman Prophecies,"Richard Gere, Laura Linney, Will Patton, Bob Tracey, Debra Messing",Director: Mark Pellington; Writer: Richard Hatem
18480,Brüno,"Sacha Baron Cohen, Richard Bey, Ron Paul, Gustaf Hammarsten, Clifford Bañagale","Director: Larry Charles; Writer: Sacha Baron Cohen, Anthony Hines"
709,Licence to Kill,"Timothy Dalton, Carey Lowell, Robert Davi, Talisa Soto, Anthony Zerbe","Director: John Glen; Writer: Richard Maibaum, Michael G. Wilson"
49730,Red Riding Hood,"Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez, Max Irons",Director: Catherine Hardwicke; Writer: David Leslie Johnson
2749,15 Minutes,"Robert De Niro, Charlize Theron, Edward Burns, Kelsey Grammer, Avery Brooks",Director: John Herzfeld; Writer: John Herzfeld
9607,Super Mario Bros.,"Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis, Fisher Stevens","Director: Annabel Jankel, Rocky Morton; Writer: Ed Solomon, Parker Bennett"
1830,Lord of War,"Nicolas Cage, Bridget Moynahan, Jared Leto, Ethan Hawke, Eamonn Walker",Director: Andrew Niccol; Writer: Andrew Niccol
79,Hero,"Jet Li, Tony Leung Chiu-Wai, Maggie Cheung, Donnie Yen, Zhang Ziyi",Director: Zhang Yimou
54054,One for the Money,"Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo, Sherri Shepherd","Director: Julie Anne Robinson; Writer: Liz Brixius, Stacy Sherman"
228967,The Interview,"James Franco, Seth Rogen, Lizzy Caplan, Randall Park, Diana Bang","Director: Seth Rogen, Evan Goldberg; Writer: Dan Sterling"
46528,The Warrior's Way,"Kate Bosworth, Jang Dong-gun, Geoffrey Rush, Danny Huston, Ti Lung",Director: Sngmoo Lee; Writer: Sngmoo Lee
27936,Micmacs,"Dany Boon, Dominique Pinon, André Dussollier, Jean-Pierre Marielle, Julie Ferrier","Director: Jean-Pierre Jeunet; Writer: Jean-Pierre Jeunet, Guillaume Laurant"
65,8 Mile,"Eminem, Mekhi Phifer, Brittany Murphy, Kim Basinger, Michael Shannon",Director: Curtis Hanson
280391,Why I Did (Not) Eat My Father,"Jamel Debbouze, Arié Elmaleh, Mélissa Theuriau, Patrice Thibaud, Christian Hecq",Director: Jamel Debbouze
9476,A Knight's Tale,"Heath Ledger, Rufus Sewell, Shannyn Sossamon, Paul Bettany, Laura Fraser",Director: Brian Helgeland; Writer: Brian Helgeland
10610,The Medallion,"Jackie Chan, Lee Evans, Claire Forlani, Julian Sands, John Rhys-Davies","Director: Gordon Chan; Writer: Gordon Chan, Alfred Cheung Kin-Ting"
745,The Sixth Sense,"Bruce Willis, Toni Collette, Olivia Williams, Haley Joel Osment, Donnie Wahlberg",Director: M. Night Shyamalan; Writer: M. Night Shyamalan
49527,Man on a Ledge,"Sam Worthington, Elizabeth Banks, Jamie Bell, Ed Harris, Edward Burns",Director: Asger Leth; Writer: Pablo F. Fenjves
73937,The Big Year,"Owen Wilson, Steve Martin, Jack Black, Rashida Jones, Jim Parsons",Director: David Frankel; Writer: Howard Franklin
1885,The Karate Kid,"Ralph Macchio, Pat Morita, William Zabka, Martin Kove, Chad McQueen",Director: John G. Avildsen; Writer: Robert Mark Kamen
168672,American Hustle,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence","Director: David O. Russell; Writer: David O. Russell, Eric Singer"
18240,The Proposal,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson, Betty White",Director: Anne Fletcher; Writer: Pete Chiarelli
10398,Double Jeopardy,"Tommy Lee Jones, Ashley Judd, Bruce Greenwood, Annabeth Gish, Benjamin Weir","Director: Bruce Beresford; Writer: David Weisberg, Douglas Cook"
165,Back to the Future Part II,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Elisabeth Shue, James Tolkan",Director: Robert Zemeckis; Writer: Bob Gale
240832,Lucy,"Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked, Julian Rhind-Tutt",Director: Luc Besson; Writer: Luc Besson
216015,Fifty Shades of Grey,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk",Director: Sam Taylor-Johnson; Writer: Kelly Marcel
12279,Spy Kids 3-D: Game Over,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara, Sylvester Stallone",Director: Robert Rodriguez; Writer: Robert Rodriguez
1645,A Time to Kill,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey, Oliver Platt",Director: Joel Schumacher; Writer: Akiva Goldsman
11007,Cheaper by the Dozen,"Steve Martin, Bonnie Hunt, Piper Perabo, Tom Welling, Hilary Duff","Director: Shawn Levy; Writer: Joel Cohen, Alec Sokolow"
193756,Lone Survivor,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Yousuf Azami",Director: Peter Berg; Writer: Peter Berg
11287,A League of Their Own,"Tom Hanks, Geena Davis, Madonna, Lori Petty, Jon Lovitz","Director: Penny Marshall; Writer: Lowell Ganz, Babaloo Mandel"
259693,The Conjuring 2,"Patrick Wilson, Vera Farmiga, Madison Wolfe, Frances O'Connor, Lauren Esposito","Director: James Wan; Writer: James Wan, Carey Hayes"
37799,The Social Network,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella",Director: David Fincher; Writer: Aaron Sorkin
10184,He's Just Not That Into You,"Ben Affleck, Jennifer Aniston, Drew Barrymore, Jennifer Connelly, Kevin Connolly","Director: Ken Kwapis; Writer: Abby Kohn, Marc Silverstein"
4257,Scary Movie 4,"Anna Faris, Regina Hall, Craig Bierko, Bill Pullman, Anthony Anderson","Director: David Zucker; Writer: Jim Abrahams, Craig Mazin"
4234,Scream 3,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley",Director: Wes Craven; Writer: Ehren Kruger
196,Back to the Future Part III,"Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson",Director: Robert Zemeckis; Writer: Bob Gale
257091,Get Hard,"Will Ferrell, Kevin Hart, Alison Brie, Craig T. Nelson, T.I.","Director: Etan Cohen; Writer: Ian Roberts, Etan Cohen"
6114,Dracula,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves, Richard E. Grant",Director: Francis Ford Coppola; Writer: James V. Hart
24803,Julie & Julia,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond",Director: Nora Ephron; Writer: Nora Ephron
109410,42,"Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie, Christopher Meloni",Director: Brian Helgeland; Writer: Brian Helgeland
1213,The Talented Mr. Ripley,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman",Director: Anthony Minghella; Writer: Anthony Minghella
100042,Dumb and Dumber To,"Jim Carrey, Jeff Daniels, Rachel Melvin, Kathleen Turner, Brady Bluhm","Director: Bobby Farrelly, Peter Farrelly; Writer: Bobby Farrelly, Peter Farrelly"
9036,Eight Below,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Jason Biggs, Gerard Plunkett",Director: Frank Marshall; Writer: David DiGilio
257211,The Intern,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm, JoJo Kushner",Director: Nancy Meyers; Writer: Nancy Meyers
323675,Ride Along 2,"Kevin Hart, Ice Cube, Olivia Munn, Tika Sumpter, Ken Jeong","Director: Tim Story; Writer: Phil Hay, Matt Manfredi"
9361,The Last of the Mohicans,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig, Jodhi May","Director: Michael Mann; Writer: Michael Mann, Christopher Crowe"
1677,Ray,"Jamie Foxx, Kerry Washington, Regina King, Harry Lennix, Clifton Powell",Director: Taylor Hackford; Writer: James L. White
187,Sin City,"Jessica Alba, Devon Aoki, Clive Owen, Rosario Dawson, Mickey Rourke","Director: Robert Rodriguez, Frank Miller; Writer: Frank Miller"
7461,Vantage Point,"Dennis Quaid, Matthew Fox, Forest Whitaker, Sigourney Weaver, William Hurt",Director: Pete Travis; Writer: Barry Levy
16538,"I Love You, Man","Paul Rudd, Jason Segel, Rashida Jones, Andy Samberg, J.K. Simmons","Director: John Hamburg; Writer: John Hamburg, Larry Levin"
9889,Shallow Hal,"Gwyneth Paltrow, Jack Black, Jason Alexander, Joe Viterelli, Bruce McGill","Director: Bobby Farrelly, Peter Farrelly; Writer: Bobby Farrelly, Peter Farrelly"
820,JFK,"Kevin Costner, Tommy Lee Jones, Gary Oldman, Kevin Bacon, Michael Rooker","Director: Oliver Stone; Writer: Oliver Stone, Zachary Sklar"
11565,Big Momma's House 2,"Martin Lawrence, Nia Long, Emily Procter, Zachary Levi, Mark Moses",Director: John Whitesell; Writer: Don Rhymer
6073,The Mexican,"Brad Pitt, Julia Roberts, James Gandolfini, J.K. Simmons, Gene Hackman",Director: Gore Verbinski; Writer: J.H. Wyman
16996,17 Again,"Zac Efron, Leslie Mann, Matthew Perry, Tyler Steelman, Allison Miller",Director: Burr Steers; Writer: Jason Filardi
193610,The Other Woman,"Cameron Diaz, Leslie Mann, Kate Upton, Don Johnson, Nikolaj Coster-Waldau",Director: Nick Cassavetes; Writer: Melissa Stack
19912,The Final Destination,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Krista Allen",Director: David R. Ellis; Writer: Eric Bress
296098,Bridge of Spies,"Tom Hanks, Mark Rylance, Amy Ryan, Alan Alda, Sebastian Koch","Director: Steven Spielberg; Writer: Joel Coen, Ethan Coen"
8007,Behind Enemy Lines,"Owen Wilson, Gene Hackman, Gabriel Macht, Charles Malik Whitfield, David Keith","Director: John Moore; Writer: David Veloz, Zak Penn"
32823,Get Him to the Greek,"Jonah Hill, Russell Brand, Rose Byrne, Elisabeth Moss, Colm Meaney",Director: Nicholas Stoller; Writer: Nicholas Stoller
4380,Shall We Dance?,"Richard Gere, Jennifer Lopez, Susan Sarandon, Lisa Ann Walter, Stanley Tucci",Director: Peter Chelsom; Writer: Audrey Wells
11551,Small Soldiers,"Gregory Smith, Kirsten Dunst, Denis Leary, Phil Hartman, David Cross","Director: Joe Dante; Writer: Ted Elliott, Terry Rossio"
10336,Spawn,"Michael Jai White, Martin Sheen, John Leguizamo, Theresa Randle, Nicol Williamson",Director: Mark A.Z. Dippé; Writer: Alan B. McElroy
11362,The Count of Monte Cristo,"Jim Caviezel, Guy Pearce, Richard Harris, James Frain, Dagmara Domińczyk",Director: Kevin Reynolds; Writer: Jay Wolpert
50348,The Lincoln Lawyer,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy, Josh Lucas",Director: Brad Furman; Writer: John Romano
48138,Unknown,"Liam Neeson, Diane Kruger, January Jones, Aidan Quinn, Bruno Ganz","Director: Jaume Collet-Serra; Writer: Stephen Cornwell, Oliver Butcher"
1124,The Prestige,"Hugh Jackman, Christian Bale, Michael Caine, Scarlett Johansson, Andy Serkis","Director: Christopher Nolan; Writer: Christopher Nolan, Jonathan Nolan"
227159,Horrible Bosses 2,"Jason Bateman, Jason Sudeikis, Charlie Day, Jennifer Aniston, Kevin Spacey","Director: Sean Anders; Writer: Sean Anders, John Morris"
68179,Escape from Planet Earth,"Brendan Fraser, Rob Corddry, Ricky Gervais, Jessica Alba, Sarah Jessica Parker","Director: Callan Brunker; Writer: Cory Edwards, Tony Leech"
1579,Apocalypto,"Rudy Youngblood, Raoul Max Trujillo, Gerardo Taracena, Iazua Larios, Antonio Monroy","Director: Mel Gibson; Writer: Mel Gibson, Farhad Safinia"
708,The Living Daylights,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker, John Rhys-Davies","Director: John Glen; Writer: Richard Maibaum, Michael G. Wilson"
34851,Predators,"Topher Grace, Alice Braga, Laurence Fishburne, Adrien Brody, Danny Trejo","Director: Nimród Antal; Writer: Alex Litvak, Michael Finch"
9930,Legal Eagles,"Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp","Director: Ivan Reitman; Writer: Jim Cash, Jack Epps Jr."
1586,Secret Window,"Johnny Depp, John Turturro, Timothy Hutton, Charles S. Dutton, Len Cariou",Director: David Koepp; Writer: David Koepp
2044,The Lake House,"Keanu Reeves, Sandra Bullock, Shohreh Aghdashloo, Christopher Plummer, Ebon Moss-Bachrach",Director: Alejandro Agresti; Writer: David Auburn
9913,The Skeleton Key,"Kate Hudson, Gena Rowlands, Peter Sarsgaard, John Hurt, Joy Bryant",Director: Iain Softley; Writer: Ehren Kruger
71864,The Odd Life of Timothy Green,"Jennifer Garner, Joel Edgerton, Ron Livingston, Rosemarie DeWitt, CJ Adams",Director: Peter Hedges; Writer: Peter Hedges
10761,Made of Honor,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Chris Messina, Richmond Arquette",Director: Paul Weiland
209451,Jersey Boys,"Christopher Walken, Vincent Piazza, Freya Tingley, James Madio, Sean Whalen","Director: Clint Eastwood; Writer: Marshall Brickman, Rick Elice"
11975,The Rainmaker,"Matt Damon, Danny DeVito, Jon Voight, Claire Danes, Mary Kay Place","Director: Francis Ford Coppola; Writer: Francis Ford Coppola, Michael Herr"
4970,Gothika,"Halle Berry, Robert Downey Jr., Charles S. Dutton, Penélope Cruz, John Carroll Lynch",Director: Mathieu Kassovitz; Writer: Sebastian Gutierrez
11831,Amistad,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey",Director: Steven Spielberg; Writer: David Franzoni
9096,Medicine Man,"Sean Connery, Lorraine Bracco, José Wilker, Rodolfo De Alexandre, Angelo Barra Moreira","Director: John McTiernan; Writer: Tom Schulman, Sally Robinson"
440,Aliens vs Predator: Requiem,"Steven Pasquale, Reiko Aylesworth, John Ortiz, Ariel Gade, Sam Trammell","Director: Colin Strause, Greg Strause; Writer: Shane Salerno"
11011,Ri¢hie Ri¢h,"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole, Michael Maccarone","Director: Donald Petrie; Writer: Tom S. Parker, Jim Jennewein"
10641,Autumn in New York,"Richard Gere, Winona Ryder, Anthony LaPaglia, Elaine Stritch, Vera Farmiga",Director: Joan Chen; Writer: Allison Burnett
11172,Music and Lyrics,"Drew Barrymore, Hugh Grant, Scott Porter, Brad Garrett, Haley Bennett",Director: Marc Lawrence; Writer: Marc Lawrence
39513,Paul,"Seth Rogen, Simon Pegg, Nick Frost, Jason Bateman, Kristen Wiig","Director: Greg Mottola; Writer: Simon Pegg, Nick Frost"
82687,The Guilt Trip,"Seth Rogen, Barbra Streisand, Yvonne Strahovski, Colin Hanks, Adam Scott",Director: Anne Fletcher; Writer: Dan Fogelman
41446,Scream 4,"David Arquette, Neve Campbell, Courteney Cox, Emma Roberts, Hayden Panettiere","Director: Wes Craven; Writer: Kevin Williamson, Kevin Williamson"
